id	property	value
172931	family	Animals: Chickens
172931	family	Animals: Foxes
172931	family	Components: Dice with Icons
172931	family	Components: Miniatures
172931	family	Theme: Anthropomorphic Animals
172931	mechanism	Cooperative Game
172931	mechanism	Deduction
172931	mechanism	Dice Rolling
172931	mechanism	Die Icon Resolution
172931	mechanism	Grid Movement
172931	mechanism	Memory
173090	type	Family Games
173090	category	Card Game
173090	category	Number
173090	family	Game: The Game
173090	family	Players: Games with Solitaire Rules
173090	family	Series: Nature Line (Nürnberger-Spielkarten-Verlag)
173090	family	Series: NSV Middys (Nürnberger Spielkartenverlag)
173090	mechanism	Communication Limits
173090	mechanism	Cooperative Game
173090	mechanism	Hand Management
173090	mechanism	Solo / Solitaire Game
173346	type	Strategy Games
173346	category	Ancient
173346	category	Card Game
173346	category	City Building
173346	category	Civilization
173346	category	Economic
173346	family	Ancient: Babylon
173346	family	Ancient: Egypt
173346	family	Ancient: Greece
173346	family	Digital Implementations: Board Game Arena
173346	family	Game: 7 Wonders
173346	family	Game: 7 Wonders Duel
173346	mechanism	Layering
173346	mechanism	Open Drafting
173346	mechanism	Set Collection
173346	mechanism	Sudden Death Ending
173346	mechanism	Tug of War
174078	type	Family Games
174078	category	Card Game
174078	category	Novel-based
174078	family	Books: Mystery Novels
174078	family	Books: Sherlock Holmes
174078	family	Organizations: Board Games Association of Creators in Spain (LUDO)
174078	family	Players: Two Player Only Games
174078	family	Series: Two-player games (Kosmos)
174078	mechanism	Hand Management
174078	mechanism	Open Drafting
174078	mechanism	Set Collection
174078	mechanism	Worker Placement
174430	type	Strategy Games
174430	type	Thematic Games
174430	category	Adventure
174430	category	Exploration
174430	category	Fantasy
174430	category	Fighting
174430	category	Miniatures
174430	family	Category: Dungeon Crawler
174430	family	Components: Miniatures
174430	family	Components: Multi-Use Cards
174430	family	Components: Standees
174430	family	Creatures: Demons
174430	family	Creatures: Dragons
174430	mechanism	Action Queue
174430	mechanism	Action Retrieval
174430	mechanism	Campaign / Battle Card Driven
174430	mechanism	Card Play Conflict Resolution
174430	mechanism	Communication Limits
174430	mechanism	Cooperative Game
174476	type	Family Games
174476	type	Party Games
174476	category	Animals
174476	category	Bluffing
174476	category	Deduction
174476	category	Murder/Mystery
174476	family	Crowdfunding: Kickstarter
174476	family	Theme: Anthropomorphic Animals
174476	mechanism	Action Queue
174476	mechanism	Memory
174476	mechanism	Modular Board
174476	mechanism	Player Elimination
174476	mechanism	Secret Unit Deployment
174611	type	Family Games
174611	category	Card Game
174611	category	Deduction
174611	category	Educational
174611	category	Party Game
174611	family	Crowdfunding: Kickstarter
174611	family	Series: Science Games (Genius Games)
174611	family	Theme: Chemistry
174611	family	Theme: Science
174611	mechanism	Open Drafting
174611	mechanism	Pattern Building
174611	mechanism	Set Collection
174973	type	Family Games
174973	type	Strategy Games
174973	category	Card Game
174973	category	City Building
174973	category	Expansion for Base-game
174973	category	Fantasy
174973	category	Video Game Theme
174973	family	Crowdfunding: Kickstarter
174973	family	Game: Boss Monster
174973	family	Theme: Villainy
174973	mechanism	Auction/Bidding
174973	mechanism	Hand Management
174973	mechanism	Player Elimination
174973	mechanism	Take That
175095	type	Thematic Games
175095	category	Horror
175095	category	Zombies
175095	family	Category: Tower Defense
175095	family	Creatures: Zombies
175095	family	Crowdfunding: Kickstarter
175095	family	Players: Games with Solitaire Rules
175095	family	Series: States of Siege
175095	mechanism	Action Points
175095	mechanism	Campaign / Battle Card Driven
175095	mechanism	Cooperative Game
175095	mechanism	Dice Rolling
175095	mechanism	Move Through Deck
175095	mechanism	Point to Point Movement
175324	type	Thematic Games
175324	category	Bluffing
175324	category	Card Game
175324	category	Deduction
175324	family	Contests: Fastaval Design Competition
175324	family	Crowdfunding: Kickstarter
175324	family	Game: Fog of Love
175324	family	Players: Two Player Only Games
175324	family	Theme: Love / Romance
175324	family	Theme: Psychology
175324	mechanism	Communication Limits
175324	mechanism	Hand Management
175324	mechanism	Role Playing
175324	mechanism	Semi-Cooperative Game
175324	mechanism	Simulation
175324	mechanism	Simultaneous Action Selection
175636	type	Family Games
175636	category	Card Game
175636	category	Deduction
175636	category	Dice
175636	category	Fantasy
175636	family	Creatures: Dragons
175636	family	Crowdfunding: Kickstarter
175636	mechanism	Cooperative Game
175636	mechanism	Dice Rolling
175636	mechanism	Hand Management
175636	mechanism	Push Your Luck
175636	mechanism	Simultaneous Action Selection
175640	type	Strategy Games
175640	category	Economic
175640	category	Industry / Manufacturing
175640	family	Country: Portugal
175640	family	Crowdfunding: Giochistarter
175640	family	Crowdfunding: Kickstarter
175640	family	Crowdfunding: Spieleschmiede
175640	family	Food & Drink: Wine
175640	family	Players: Games with Solitaire Rules
175640	mechanism	Area Majority / Influence
175640	mechanism	Variable Phase Order
175640	mechanism	Worker Placement
175914	type	Strategy Games
175914	category	Economic
175914	category	Industry / Manufacturing
175914	family	Decades: The 1950's
175914	family	Digital Implementations: Boardgamecore
175914	family	Theme: Food / Cooking
175914	family	Theme: Retro
175914	mechanism	Delayed Purchase
175914	mechanism	Income
175914	mechanism	Market
175914	mechanism	Modular Board
175914	mechanism	Open Drafting
175914	mechanism	Simultaneous Action Selection
176189	type	Thematic Games
176189	category	Adventure
176189	category	Fantasy
176189	category	Fighting
176189	category	Horror
176189	category	Medieval
176189	category	Miniatures
176189	family	Category: Dungeon Crawler
176189	family	Components: Miniatures
176189	family	Creatures: Zombies
176189	family	Crowdfunding: Kickstarter
176189	family	Game: Zombicide
176189	family	Players: Games with Solitaire Rules
176189	mechanism	Cooperative Game
176189	mechanism	Dice Rolling
176189	mechanism	Modular Board
176189	mechanism	Scenario / Mission / Campaign Game
176189	mechanism	Turn Order: Progressive
176189	mechanism	Variable Player Powers
176334	type	Strategy Games
176334	category	Card Game
176334	category	Civilization
176334	family	Components: Multi-Use Cards
176334	family	Game: Guns & Steel
176334	mechanism	Action Retrieval
176334	mechanism	Deck, Bag, and Pool Building
176334	mechanism	Hand Management
176334	mechanism	Take That
176494	type	Family Games
176494	type	Strategy Games
176494	category	Economic
176494	category	Territory Building
176494	family	Country: Scotland
176494	family	Game: Isle of Skye (Lookout Games)
176494	mechanism	Auction/Bidding
176494	mechanism	Catch the Leader
176494	mechanism	Set Collection
176494	mechanism	Tile Placement
176494	mechanism	Turn Order: Progressive
176734	type	Strategy Games
176734	category	Civilization
176734	category	Dice
176734	category	Economic
176734	category	Environmental
176734	category	Industry / Manufacturing
176734	family	Crowdfunding: Kickstarter
176734	family	Game: The Manhattan Project
176734	family	Mechanism: Tableau Building
176734	family	Players: Games with Solitaire Rules
176734	family	Theme: Retro
176734	mechanism	Dice Rolling
176734	mechanism	Die Icon Resolution
176734	mechanism	End Game Bonuses
176734	mechanism	Events
176734	mechanism	Variable Player Powers
176734	mechanism	Worker Placement
177478	type	Strategy Games
177478	category	Medieval
177478	family	Country: Japan
177478	family	Crowdfunding: Kickstarter
177478	mechanism	Open Drafting
177478	mechanism	Pattern Building
177478	mechanism	Point to Point Movement
177478	mechanism	Rondel
177478	mechanism	Set Collection
177659	type	Strategy Games
177659	category	Bluffing
177659	category	Economic
177659	category	Industry / Manufacturing
177659	category	Modern Warfare
177659	category	Spies/Secret Agents
177659	family	Crowdfunding: Kickstarter
177659	family	Game: The Manhattan Project
177659	family	History: Cold War
177659	family	Theme: Retro
177659	mechanism	Area Majority / Influence
177659	mechanism	Hand Management
177659	mechanism	Secret Unit Deployment
177659	mechanism	Take That
177659	mechanism	Worker Placement
177659	mechanism	Worker Placement, Different Worker Types
177736	type	Strategy Games
177736	category	Economic
177736	category	Farming
177736	category	Industry / Manufacturing
177736	category	Medieval
177736	category	Puzzle
177736	family	Components: Polyominoes
177736	family	Components: Wooden pieces & boards
177736	family	Country: Iceland
177736	family	Digital Implementations: Board Game Arena
177736	family	Game: A Feast for Odin
177736	family	Mechanism: Tableau Building
177736	mechanism	Automatic Resource Growth
177736	mechanism	Dice Rolling
177736	mechanism	Grid Coverage
177736	mechanism	Income
177736	mechanism	Push Your Luck
177736	mechanism	Solo / Solitaire Game
178570	type	Party Games
178570	category	Card Game
178570	category	Deduction
178570	category	Murder/Mystery
178570	category	Party Game
178570	mechanism	Cooperative Game
178570	mechanism	Team-Based Game
178570	mechanism	Voting
178900	type	Party Games
178900	category	Card Game
178900	category	Deduction
178900	category	Party Game
178900	category	Spies/Secret Agents
178900	category	Word Game
178900	family	Components: Sand Timers
178900	family	Game: Codenames
178900	family	Mechanism: Give a Clue / Get a Clue
178900	family	Word Games: Guess the Word
178900	mechanism	Communication Limits
178900	mechanism	Memory
178900	mechanism	Push Your Luck
178900	mechanism	Team-Based Game
179182	type	Strategy Games
179182	category	Dice
179182	category	Fighting
179182	family	Country: Japan
179182	family	Sports: Combat Sports / Martial Arts
179182	mechanism	Betting and Bluffing
179182	mechanism	Dice Rolling
179182	mechanism	Worker Placement
179803	type	Thematic Games
179803	category	Adventure
179803	category	Fantasy
179803	category	Fighting
179803	category	Miniatures
179803	family	Category: Dungeon Crawler
179803	family	Components: Miniatures
179803	family	Crowdfunding: Kickstarter
179803	family	Game: Arcadia Quest
179803	family	Theme: Anime / Manga
179803	family	Theme: Chibis
179803	mechanism	Action Retrieval
179803	mechanism	Dice Rolling
179803	mechanism	Grid Movement
179803	mechanism	Modular Board
179803	mechanism	Scenario / Mission / Campaign Game
179803	mechanism	Square Grid
180020	type	Family Games
180020	type	Party Games
180020	category	Card Game
180020	category	Medical
180020	family	Game: Virus!
180020	family	Medical: Diseases
180020	family	Occupation: Researcher / Scientist
180020	family	Theme: Biology
180020	family	Theme: Science
180020	mechanism	Hand Management
180020	mechanism	Set Collection
180020	mechanism	Take That
180901	type	Strategy Games
180901	category	Medieval
180901	family	Components: Map (Continental / National scale)
180901	family	Country: Japan
180901	family	History: Sengoku Period
180901	mechanism	Area Majority / Influence
180901	mechanism	Area Movement
180901	mechanism	Hand Management
180901	mechanism	Open Drafting
180901	mechanism	Trick-taking
181304	type	Family Games
181304	type	Thematic Games
181304	category	Deduction
181304	category	Horror
181304	category	Murder/Mystery
181304	category	Party Game
181304	family	Components: Official Music Soundtrack
181304	family	Components: Sand Timers
181304	family	Creatures: Ghosts
181304	family	Game: Mysterium
181304	family	Holidays: Halloween
181304	family	Mechanism: Give a Clue / Get a Clue
181304	mechanism	Communication Limits
181304	mechanism	Cooperative Game
181304	mechanism	Deduction
181304	mechanism	Finale Ending
181304	mechanism	Hand Management
181304	mechanism	Pattern Recognition
181345	type	Children's Games
181345	type	Family Games
181345	category	Action / Dexterity
181345	category	Children's Game
181345	category	Puzzle
181345	category	Real-time
181345	family	Components: Marbles
181345	family	Misc: LongPack Games
181345	family	Series: Mad Scientist (Blue Orange Games)
181345	family	Theme: Mad Science / Mad Scientist
181345	mechanism	Pattern Building
181345	mechanism	Real-Time
181495	type	Thematic Games
181495	category	Science Fiction
181495	family	Category: Dungeon Crawler
181495	family	Components: Miniatures
181495	family	Crowdfunding: Kickstarter
181495	family	Game: Alone
181495	family	Players: One versus Many
181495	mechanism	Action Queue
181495	mechanism	Campaign / Battle Card Driven
